Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,CLTV,Total Extra Services
0,0,1,1,14,1,1,0,0,0,0,1,0,0,1,1,2452,3
0,0,1,0,60,1,1,0,1,1,0,1,1,0,1,1,4115,6
1,1,1,1,32,1,0,0,1,0,0,1,1,0,1,2,2844,4
0,1,1,0,66,0,0,0,1,1,0,1,0,1,0,0,6238,3
1,0,1,1,55,1,0,0,0,0,0,0,0,2,0,2,5011,1
1,0,0,0,62,1,1,1,1,1,1,0,0,2,0,0,6469,5
0,0,1,0,72,1,1,1,1,0,1,0,0,2,0,0,4675,4
0,0,0,0,32,1,1,0,1,1,0,1,1,1,1,0,2335,6
1,1,1,0,54,1,1,0,0,1,0,1,1,0,1,0,4011,5
1,0,0,0,6,1,0,0,0,1,0,1,0,0,0,2,2191,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3666,1
0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,4188,1
0,0,1,0,67,1,1,0,1,1,1,1,1,2,0,0,5037,6
0,0,1,0,45,1,1,0,0,0,0,0,0,1,1,0,5741,2
1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,1,5890,7
0,0,0,0,70,1,1,0,1,1,1,0,0,1,1,0,5327,4
0,0,0,0,4,1,1,0,0,0,1,1,0,0,1,2,3334,3
0,0,1,0,60,1,1,1,1,0,0,0,1,0,1,0,5267,5
1,0,0,1,5,1,0,0,0,0,0,0,0,2,0,2,3353,1
1,1,1,0,13,1,1,1,1,0,0,0,1,0,0,0,5870,5
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,5487,1
0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,2,5917,1
1,0,0,1,3,1,0,1,0,1,0,0,0,0,0,2,4648,3
0,0,1,1,34,1,0,1,1,1,0,0,0,1,1,2,4522,4
1,0,0,0,28,1,1,0,1,0,0,1,1,1,0,1,5137,5
1,0,1,0,56,1,1,0,1,0,1,1,1,1,1,1,5800,5
1,0,1,0,51,1,1,0,1,0,0,0,1,1,1,0,4965,4
0,0,1,1,3,1,0,0,1,0,1,0,0,0,1,1,4264,2
0,0,1,0,71,1,1,0,0,0,0,0,0,2,1,0,4742,2
0,0,0,0,61,1,1,1,1,1,1,1,1,1,1,1,5536,7
0,0,1,0,72,1,1,1,0,1,1,0,0,2,0,0,6264,4
0,0,1,0,68,1,1,0,0,0,0,0,0,2,1,0,6146,2
1,0,1,0,44,1,0,0,0,0,0,1,1,1,1,0,3786,3
1,0,1,1,72,1,1,1,1,1,1,0,1,2,0,0,4495,6
1,0,0,0,65,1,1,0,1,1,0,1,1,2,0,0,5649,6
1,0,1,1,31,1,0,0,0,1,1,0,0,0,0,2,3615,2
0,1,1,1,71,1,1,1,1,0,0,1,0,1,0,1,5546,5
0,0,1,0,68,0,0,1,0,1,0,1,1,1,1,1,4897,4
1,1,1,0,29,1,1,0,0,0,0,0,1,0,1,1,2217,3
1,0,1,0,56,1,1,0,0,0,0,0,0,1,1,2,5623,2
1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2968,2
0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,1,3442,2
0,1,1,0,70,1,1,0,1,0,1,1,1,1,1,0,4605,5
1,0,1,0,2,1,0,0,1,0,1,0,1,0,1,2,4369,3
1,0,0,0,57,1,0,0,1,0,1,0,0,1,1,2,4223,2
0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,2606,1
1,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,3784,0
1,0,0,0,21,1,0,1,0,1,0,1,0,0,0,0,2887,4
1,0,0,1,35,1,0,0,0,0,1,1,1,1,1,2,5510,3
0,0,1,0,25,1,0,1,1,0,1,0,1,0,1,2,5620,4
0,0,1,1,55,1,0,0,0,0,0,0,0,2,1,0,4318,1
0,0,0,1,40,1,0,1,0,0,1,1,0,0,1,0,5056,3
0,0,1,1,16,1,1,1,0,1,1,1,1,0,1,1,2683,6
0,0,1,1,18,1,1,0,0,0,0,0,0,2,0,2,3675,2
1,0,1,0,22,1,0,1,0,0,0,1,0,1,1,0,3947,3
1,0,1,0,64,1,0,1,0,0,0,0,0,0,1,2,5018,2
0,0,1,1,48,1,0,0,0,0,0,0,0,2,0,0,3828,1
0,0,0,0,16,0,0,1,0,0,0,1,0,0,1,1,3300,2
1,0,0,0,41,1,0,0,1,0,1,1,0,1,1,1,5549,3
0,0,1,1,67,1,0,1,1,1,0,0,0,1,0,0,6072,4
1,0,1,0,64,1,0,1,0,1,0,1,1,1,1,0,4515,5
1,0,1,1,35,1,1,0,0,0,0,0,0,2,0,0,4873,2
0,0,1,1,10,1,1,0,0,0,0,0,1,0,0,1,4922,3
0,1,1,0,27,1,1,0,1,1,1,1,1,0,0,1,5907,6
1,0,1,1,25,1,1,0,0,0,1,0,0,1,1,2,2499,2
1,0,1,0,72,1,1,0,1,1,0,1,1,2,0,0,4552,6
1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,2,4964,1
0,0,1,0,63,1,1,0,1,1,1,1,1,2,1,0,5700,6
0,0,1,1,72,1,1,0,0,0,0,0,0,2,0,0,4382,2
0,1,0,0,44,1,1,1,1,1,0,1,1,1,1,0,5720,7
1,0,1,0,16,1,0,1,1,0,0,0,0,1,1,2,2464,3
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,4987,1
0,0,0,0,17,1,1,0,0,1,0,0,0,0,0,0,3443,3
0,0,1,1,72,1,1,1,0,1,0,1,0,2,1,0,5656,5
1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,5983,2
1,0,1,0,47,1,1,0,1,0,0,0,0,1,1,1,3817,3
1,0,1,1,24,1,0,0,0,0,0,0,0,1,1,0,4654,1
0,0,1,0,72,1,1,1,1,1,1,1,0,2,0,0,4288,6
1,1,1,0,6,1,1,0,0,1,0,0,0,0,1,1,5611,3
1,0,1,0,72,1,1,1,1,1,1,1,1,2,0,0,5130,7
1,0,1,1,57,1,0,1,1,0,1,0,0,1,0,2,4778,3
0,0,1,0,42,1,0,0,0,1,1,1,1,2,1,0,4545,4
1,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,5654,1
0,0,0,0,47,1,1,1,0,1,0,1,0,1,0,0,4510,5
0,0,1,0,66,1,1,1,1,1,0,0,0,2,0,0,5546,5
1,0,1,1,65,1,1,1,1,1,1,0,0,2,0,0,4603,5
1,0,1,0,32,1,1,0,0,0,1,0,0,1,1,1,2735,2
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,4281,1
0,0,0,0,68,1,1,1,1,0,1,1,1,2,0,0,5502,6
1,0,0,1,19,0,0,0,0,0,0,0,0,0,1,0,3072,0
0,0,1,0,72,1,1,0,1,1,1,1,1,1,0,0,4807,6
0,0,1,1,64,1,1,0,1,1,0,0,1,1,1,1,5206,5
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,2879,1
0,0,1,0,61,1,1,0,0,0,0,0,0,2,1,2,5970,2
0,0,0,0,34,1,0,1,1,0,0,0,1,1,0,1,3445,4
0,0,1,0,70,1,1,0,0,1,0,1,1,1,1,1,5596,5
1,1,1,0,72,0,0,1,1,1,1,1,1,2,1,0,4886,5
0,0,1,1,65,1,1,1,1,1,1,1,1,2,1,2,5509,7
1,0,1,1,72,1,1,0,0,0,0,0,0,2,0,0,5160,2
1,0,0,0,10,1,0,1,0,0,1,1,0,0,0,0,3415,3
1,0,1,1,40,1,1,0,0,1,0,0,0,0,1,1,5370,3
1,1,1,0,23,1,0,1,1,0,0,0,1,0,1,1,4999,4
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3144,1
0,0,0,1,18,1,1,0,0,0,0,0,0,2,0,0,3416,2
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,4050,1
1,0,0,0,5,1,0,1,0,1,0,0,0,0,1,2,2612,3
0,0,0,0,56,1,1,0,1,0,1,1,1,0,1,0,4212,5
1,1,1,0,72,1,1,1,1,1,0,1,1,2,0,0,5856,7
0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,1,3306,1
0,0,1,0,58,0,0,0,0,1,1,1,1,2,1,0,4080,3
1,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,5876,1
1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,2,4195,1
0,0,0,1,14,1,1,1,0,0,1,0,0,0,1,2,5494,3
1,1,1,1,60,1,1,1,0,0,0,0,0,0,1,1,6214,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,4056,1
1,0,0,0,24,1,0,0,0,0,0,0,0,2,0,2,4117,1
1,0,1,0,67,1,1,0,1,1,0,0,1,2,1,1,4001,5
0,0,1,0,71,1,0,1,1,1,1,1,1,2,1,0,5619,6
1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,4815,2
0,0,1,0,46,1,1,0,1,1,1,1,1,2,1,0,5119,6
0,1,0,0,13,1,0,0,1,1,0,0,0,0,1,1,5557,3
0,0,1,1,15,1,1,0,1,1,0,1,1,0,1,0,2721,6
1,0,0,0,23,1,0,0,1,0,0,1,1,0,0,2,5029,4
1,1,0,0,55,1,1,1,1,1,1,1,1,0,1,1,4222,7
1,0,1,1,18,1,0,0,0,0,0,0,0,1,0,0,4458,1
1,0,0,0,11,0,0,0,1,0,1,0,0,0,1,1,4986,1
1,0,1,1,60,1,0,0,0,0,0,0,0,2,0,0,6315,1
0,0,0,0,9,1,0,0,0,0,1,1,0,0,1,0,4011,2
1,0,0,0,46,1,0,0,0,0,0,0,0,2,0,0,2776,1
0,0,1,0,47,1,1,0,0,1,0,1,1,0,1,1,4488,5
0,0,1,1,50,1,0,0,0,0,0,0,0,2,0,0,4878,1
0,0,1,0,24,1,1,1,1,1,0,0,0,0,0,2,2235,5
1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,2,3768,1
0,0,1,1,72,1,1,1,0,1,1,1,1,2,0,0,6375,6
0,0,0,0,55,1,0,0,1,1,0,0,0,0,1,1,5167,3
1,0,1,0,35,1,1,1,1,1,1,0,0,2,1,0,3945,5
0,0,1,1,37,1,0,0,0,0,0,0,0,0,0,1,2360,1
0,1,1,0,71,1,1,1,1,1,1,0,1,2,1,0,5089,6
1,1,1,0,35,1,1,0,0,1,0,0,0,1,1,0,2300,3
1,0,1,0,72,1,1,0,0,0,0,0,0,2,0,0,6251,2
0,0,0,0,29,0,0,0,0,0,1,0,0,0,1,1,4761,0
1,0,0,0,63,1,1,0,1,1,0,1,1,2,1,0,5882,6
0,0,0,1,34,1,1,1,1,1,1,1,1,2,1,0,5104,7
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,5617,2
1,0,0,1,33,0,0,1,0,0,1,0,0,1,0,0,3044,1
0,0,1,1,72,1,1,0,1,1,1,0,1,2,1,0,4616,5
0,0,1,0,67,1,1,1,0,1,1,1,1,1,1,1,5649,6
1,0,0,0,71,1,1,1,0,1,0,1,1,2,0,0,4479,6
1,1,1,0,29,1,1,0,0,0,0,0,0,0,1,1,5495,2
1,0,0,0,10,1,1,0,0,0,0,0,0,2,0,0,3611,2
0,0,1,1,36,1,0,0,0,0,0,0,0,0,0,0,3043,1
0,0,1,1,55,1,1,0,0,0,0,0,0,2,1,0,4466,2
1,0,1,0,23,1,0,0,0,0,0,0,0,1,0,2,5460,1
1,0,0,0,19,1,0,0,1,0,1,0,1,1,1,0,2051,3
0,0,0,0,26,0,0,0,0,1,1,1,0,0,1,0,3080,2
0,0,1,0,26,1,1,1,1,1,1,1,1,1,1,0,2068,7
1,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,4018,1
0,0,1,0,71,1,1,0,0,0,0,0,0,2,1,0,5072,2
1,0,0,0,52,1,1,1,0,1,1,1,1,2,1,1,5624,6
1,0,1,1,72,1,1,1,1,1,1,0,1,2,1,0,6378,6
0,0,1,1,20,1,1,1,0,0,0,1,1,1,0,0,4085,5
1,0,0,0,57,1,1,0,0,0,1,1,0,2,1,0,5076,3
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2785,1
0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,3916,1
1,1,1,0,54,0,0,0,0,0,0,0,0,0,1,0,4691,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3358,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2313,1
1,0,0,0,15,1,0,0,0,0,0,0,0,0,1,2,2681,1
0,0,1,0,71,1,0,0,0,0,0,0,0,2,1,0,4030,1
0,1,1,1,72,1,1,1,1,1,1,1,1,2,1,0,4606,7
0,0,1,1,45,1,1,1,1,0,0,1,1,0,1,1,5915,6
1,0,1,1,50,1,0,0,0,0,0,0,0,1,1,0,6115,1
0,0,1,0,62,1,1,0,0,0,0,0,0,2,0,0,4671,2
0,0,1,0,71,1,1,1,1,1,1,1,1,2,1,0,4144,7
1,0,1,0,62,1,0,1,0,1,1,0,1,1,0,0,5327,4
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3678,1
0,0,1,0,72,1,1,0,0,0,0,0,0,2,0,0,6126,2
0,0,1,1,39,1,1,0,0,0,1,1,1,0,1,0,4447,4
1,0,0,0,51,1,0,0,0,0,1,0,0,1,0,0,4138,1
0,0,0,0,67,1,0,1,1,0,1,0,0,1,0,0,4363,3
0,0,0,0,44,1,0,0,0,0,0,0,0,2,0,2,2809,1
1,0,1,1,60,1,1,0,1,0,1,1,1,0,1,0,6237,5
1,0,0,0,17,1,1,1,1,1,1,1,0,0,1,0,2754,6
1,0,1,1,23,0,0,0,0,0,1,0,0,0,1,0,4960,0
1,0,1,0,35,1,0,1,1,1,0,0,0,0,0,2,4355,4
0,0,1,0,57,1,1,1,0,1,1,1,1,2,1,1,5928,6
1,0,1,0,70,1,1,1,0,1,1,0,1,2,1,0,6447,5
0,0,1,0,68,1,1,1,1,1,1,0,0,2,0,0,4114,5
0,0,0,0,54,1,0,0,0,0,0,0,0,2,0,2,5755,1
1,0,0,0,18,1,1,0,0,0,0,0,0,0,0,2,2643,2
0,1,1,0,72,1,1,0,0,0,0,0,0,2,1,0,5079,2
0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,4840,1
0,0,1,0,24,1,0,0,0,0,0,0,0,1,0,2,3573,1
0,0,1,1,69,0,0,0,1,1,0,1,1,2,1,0,4175,4
1,1,1,0,60,1,1,0,1,1,0,1,1,1,1,1,4040,6
0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,1,5685,2
1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,2,3272,2
0,1,1,1,59,1,1,0,0,1,0,0,1,0,1,0,6492,4
1,0,0,0,63,1,1,1,0,1,1,0,1,2,1,0,5816,5
1,0,0,0,71,1,1,0,0,0,0,0,0,2,0,0,6305,2
1,1,1,0,65,1,1,0,1,1,0,1,1,1,1,0,6441,6
0,0,1,0,59,1,0,0,1,0,1,1,1,2,1,0,5446,4
0,0,1,1,35,0,0,0,0,0,1,1,0,1,0,2,5691,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5384,1
1,0,0,0,16,1,0,0,0,0,1,0,0,0,1,0,2893,1
1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,4535,1
0,0,1,1,7,1,0,1,1,1,0,1,0,1,0,1,3334,5
0,1,1,0,11,1,0,0,0,0,1,1,0,0,1,1,4413,2
0,1,0,0,14,0,0,0,0,0,0,1,1,0,1,1,2056,2
1,0,1,1,15,1,1,0,0,1,1,0,0,0,1,0,3974,3
0,1,0,0,7,1,0,0,0,1,0,1,0,0,1,1,2107,3
0,0,1,0,46,1,1,1,0,0,0,0,0,0,0,1,3358,3
0,1,1,0,72,1,1,1,1,1,1,1,1,2,0,0,4627,7
0,0,1,0,67,0,0,0,1,1,1,1,1,2,1,1,4478,4
1,0,0,0,42,1,1,0,0,0,0,0,0,1,0,1,3756,2
1,1,1,1,71,1,0,1,1,1,0,0,0,1,1,0,4485,4
1,0,1,1,48,1,0,0,1,1,0,0,0,1,1,0,3446,3
0,0,1,1,55,1,0,0,1,1,1,1,1,1,1,0,5892,5
1,0,1,1,32,1,0,0,0,0,0,0,0,0,1,0,4363,1
1,0,1,1,58,1,0,0,1,0,0,1,1,0,1,1,4879,4
0,0,0,0,36,1,1,0,0,1,0,0,0,1,0,1,4770,3
1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,0,5974,7
0,0,0,0,21,0,0,1,0,0,1,0,0,2,0,2,2991,1
1,0,1,1,54,1,1,0,0,1,0,0,1,2,0,0,4232,4
0,0,1,1,65,1,0,1,1,1,0,0,0,1,0,0,6354,4
1,1,0,0,23,0,0,0,0,0,0,0,1,0,1,0,2307,1
1,0,1,0,21,1,0,0,0,0,0,1,0,0,0,0,5763,2
1,0,1,1,8,1,1,1,1,0,1,0,1,2,1,0,4457,5
1,0,1,0,72,1,1,1,1,0,1,1,1,2,1,0,5758,6
0,0,1,1,56,1,1,1,1,0,0,0,1,1,0,0,6494,5
1,0,0,0,22,1,0,0,1,0,0,1,1,0,1,2,4093,4
1,0,0,0,65,1,1,0,0,0,0,0,0,1,0,0,5826,2
1,1,1,0,64,1,1,1,0,1,1,1,1,2,1,0,4881,6
0,0,1,0,9,1,0,0,0,0,0,0,1,0,1,1,4654,2
0,0,0,0,24,1,1,0,0,1,0,1,0,0,1,0,5557,4
1,0,1,1,71,1,1,1,1,1,1,1,1,2,1,0,6481,7
1,0,1,0,51,1,1,0,1,1,0,1,1,1,1,0,4640,6
0,1,1,1,32,1,1,0,1,0,0,1,1,0,1,1,4848,5
0,0,1,0,8,1,0,0,0,0,0,0,0,2,1,2,3260,1
0,0,1,1,47,1,0,0,0,0,0,0,0,2,0,0,5829,1
0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,2,5554,1
0,0,1,0,72,1,1,0,0,0,0,0,0,2,0,0,4067,2
1,1,1,0,23,1,1,0,0,0,0,0,1,0,0,1,5788,3
1,0,1,0,50,0,0,1,0,0,1,1,0,1,1,0,5363,2
1,0,0,0,49,0,0,0,0,1,0,0,0,0,1,0,5214,1
0,0,1,1,36,1,1,1,0,1,0,1,1,0,1,0,4102,6
1,0,0,1,23,1,0,0,1,0,1,0,0,0,0,1,2496,2
0,0,0,0,23,1,1,0,1,0,0,1,1,0,1,0,5781,5
0,0,0,0,53,1,0,0,0,0,0,0,0,2,0,0,6338,1
0,0,1,1,72,0,0,1,1,1,1,0,1,2,0,0,5192,4
0,0,0,0,37,1,1,0,0,1,0,1,1,0,1,1,2904,5
1,1,1,0,16,1,0,0,0,1,1,0,1,0,1,1,4045,3
1,0,1,0,40,1,1,0,1,0,1,1,0,1,0,0,5507,4
0,0,1,0,50,1,1,1,0,1,0,1,1,1,1,2,6100,6
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4801,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,2448,1
0,0,0,0,39,1,0,0,0,0,1,0,1,1,0,1,5843,2
1,0,0,0,19,1,1,1,0,1,0,0,0,0,1,1,5157,4
0,0,1,1,49,1,0,1,1,1,1,1,1,1,1,2,4567,6
1,0,0,0,4,1,0,1,1,0,1,0,1,0,1,2,3094,4
1,1,0,0,16,1,0,0,0,0,0,0,0,0,0,1,5610,1
0,0,1,1,48,1,0,0,0,0,0,0,0,2,0,2,2608,1
1,0,0,0,43,0,0,1,0,1,0,0,0,1,1,0,5268,2
0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,4196,1
1,0,1,1,27,1,1,0,0,0,0,0,0,0,1,0,4994,2
0,0,0,0,5,1,1,0,0,0,0,1,0,0,1,1,4456,3
1,0,1,0,31,1,1,1,1,0,1,0,0,0,1,0,5722,4
1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2,2195,1
0,0,0,0,59,1,1,0,1,1,0,0,0,0,1,1,4094,4
0,0,0,0,55,1,1,1,0,1,0,0,0,1,1,0,5735,4
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,3142,1
1,1,1,0,16,1,0,1,1,0,0,0,0,0,1,0,3324,3
1,0,1,1,23,1,0,0,0,0,0,0,0,1,1,0,2170,1
0,0,1,0,44,1,0,1,1,1,0,0,0,1,1,2,2059,4
1,0,1,1,30,1,0,0,1,1,0,0,0,0,0,0,5036,3
1,0,1,1,69,1,0,1,1,1,0,0,0,2,1,0,4665,4
1,0,1,1,11,1,0,0,0,1,0,1,0,0,1,0,2136,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4063,1
1,0,0,0,8,1,0,0,1,0,1,1,0,0,1,1,3804,3
0,0,1,1,72,1,1,1,1,1,1,1,1,2,0,0,5096,7
1,0,1,1,12,1,0,0,0,0,0,0,0,2,0,0,4843,1
0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,4374,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010,1
0,0,0,0,72,1,1,0,1,1,1,1,1,2,1,0,5430,6
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,2535,1
0,0,1,0,56,1,1,0,0,1,1,1,1,2,0,0,4534,5
1,0,1,1,33,1,0,0,1,1,1,1,1,2,0,0,2281,5
0,1,1,0,48,1,0,0,0,0,0,0,0,0,1,0,5523,1
0,0,0,0,32,1,1,0,1,0,0,0,0,0,1,1,4454,3
1,0,0,0,70,1,1,1,1,1,1,1,1,2,1,0,4511,7
1,1,1,1,72,1,0,1,0,1,1,1,1,2,1,0,5092,5
1,0,1,1,32,1,0,0,0,0,0,0,0,2,0,2,4735,1
1,0,0,1,13,1,0,0,0,0,0,1,1,0,0,0,3660,3
1,0,1,1,47,1,0,0,0,0,0,0,0,1,0,2,5183,1
1,0,0,0,26,0,0,0,0,1,1,0,0,0,0,1,2734,1
1,0,1,0,33,1,0,0,0,0,0,0,0,0,1,0,2422,1
1,0,0,0,53,1,0,0,0,0,0,0,0,2,0,0,5625,1
0,0,1,0,6,1,1,0,1,0,0,0,1,0,1,1,4297,4
0,0,0,0,59,1,0,0,0,1,0,1,1,2,0,1,5470,4
0,1,1,0,72,1,1,1,1,1,0,1,1,2,1,1,6144,7
0,1,0,0,62,1,1,0,0,0,0,1,0,1,0,1,4166,3
1,1,1,0,69,0,0,1,1,0,0,1,1,2,0,0,4162,4
1,0,0,0,12,1,1,0,0,1,0,1,1,0,0,0,3521,5
0,0,1,0,49,1,0,0,1,1,0,1,1,0,0,1,4725,5
1,0,0,0,37,1,0,0,1,0,0,1,1,0,1,0,2640,4
1,1,0,0,55,0,0,0,0,1,0,1,1,1,1,0,4932,3
1,0,1,1,22,1,0,0,0,0,1,0,0,0,1,1,5329,1
1,0,0,0,57,1,0,0,0,0,0,0,0,2,0,0,4565,1
0,0,1,1,33,1,1,0,0,0,0,0,0,0,0,0,5531,2
1,0,0,0,36,1,0,0,0,0,0,0,0,1,1,0,3526,1
1,1,0,0,57,1,1,0,1,1,0,1,1,2,1,0,5371,6
0,0,0,0,33,1,1,0,0,0,0,0,0,2,0,0,3378,2
1,0,1,0,68,1,1,1,1,0,1,1,1,0,1,1,5015,6
0,0,1,1,53,1,0,0,1,1,1,1,1,0,1,0,5989,5
0,0,1,0,71,0,0,0,1,1,1,1,1,2,0,0,5224,4
0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,3233,1
1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,2896,1
1,0,0,0,29,0,0,0,0,0,0,0,0,1,1,2,4161,0
0,0,1,0,54,1,0,0,0,0,0,0,0,2,0,0,4212,1
1,0,1,0,11,1,0,0,0,0,0,1,0,0,1,0,2762,2
1,0,0,0,6,1,0,1,0,1,1,1,1,2,1,2,2706,5
0,0,1,1,72,1,0,1,0,1,1,1,1,2,1,0,4480,5
1,0,0,1,3,1,0,0,0,0,1,1,1,0,0,2,2584,3
0,0,0,0,37,1,0,0,0,0,0,0,0,2,0,2,5336,1
1,0,0,0,38,1,1,0,1,1,0,0,1,0,1,0,5393,5
0,0,1,1,20,1,1,0,0,0,0,0,0,0,1,0,3235,2
1,0,1,0,12,1,0,1,1,1,0,0,0,0,1,1,2499,4
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,3007,1
0,0,1,1,4,1,0,0,0,0,0,1,0,0,1,2,5775,2
0,0,1,1,43,1,0,1,0,1,0,1,1,2,0,0,3976,5
1,0,1,1,26,1,1,0,0,1,1,1,1,1,1,0,3973,5
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,4221,1
0,0,1,0,72,1,1,1,1,1,1,1,1,2,0,0,4272,7
1,0,1,0,69,0,0,1,0,1,1,1,1,2,0,0,5717,4
1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,3594,1
1,0,0,0,57,0,0,1,0,1,0,1,1,0,1,1,5594,4
0,0,1,1,15,1,1,0,0,0,0,0,0,0,1,1,4667,2
0,0,0,0,32,0,0,1,0,0,0,0,0,1,0,2,3585,1
0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,2,3087,1
1,0,1,0,17,1,0,1,1,0,0,0,1,1,0,2,3546,4
0,0,0,0,60,1,1,1,0,1,1,0,0,1,0,1,6408,4
1,0,1,0,29,0,0,0,0,0,0,1,0,0,0,2,3664,1
1,0,0,0,58,1,0,0,1,1,1,1,0,2,0,0,4474,4
0,0,0,0,22,1,0,1,0,0,0,0,0,0,1,1,4667,2
0,0,1,0,67,1,0,0,0,0,0,0,0,2,0,2,4994,1
1,1,1,0,61,1,1,0,1,0,0,0,0,0,1,1,4250,3
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2822,1
0,0,1,1,70,1,1,0,0,0,0,0,0,2,0,0,5907,2
0,0,1,0,71,1,1,1,1,1,1,1,1,2,0,0,4658,7
0,0,0,0,32,1,0,0,0,0,0,0,0,1,0,0,4691,1
0,0,1,1,72,0,0,1,1,1,1,1,1,2,0,0,6187,5
0,1,0,0,71,1,1,1,1,1,1,1,1,2,0,2,4994,7
0,0,1,1,15,1,0,0,1,1,1,1,1,0,0,0,3851,5
1,0,0,0,45,1,0,1,1,1,1,1,1,1,0,0,3091,6
1,0,0,0,39,0,0,1,0,0,1,1,0,1,0,0,4003,2
1,0,1,1,43,1,1,0,0,1,1,1,1,1,1,0,3927,5
1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,3108,0
0,1,0,0,8,1,1,0,0,0,1,1,1,0,1,0,5157,4
0,0,0,0,8,1,0,1,0,0,1,0,0,1,0,0,2237,2
0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,2,3762,2
0,0,0,0,14,1,0,0,1,0,0,0,0,0,0,1,3185,2
1,0,0,0,26,1,0,1,0,0,1,1,1,1,0,0,4705,4
1,0,1,0,48,1,0,0,0,0,0,0,0,2,1,2,2964,1
1,0,1,1,43,0,0,0,1,0,0,0,0,0,0,0,4741,1
1,0,1,1,15,1,0,0,0,0,0,0,0,2,0,2,2742,1
1,1,1,0,7,1,1,1,1,0,1,0,0,0,0,1,5116,4
1,0,0,0,49,1,1,0,0,0,0,0,0,0,1,0,4516,2
1,1,1,1,50,1,1,1,1,1,0,0,1,2,1,0,6084,6
0,0,1,0,70,1,1,1,1,1,0,1,1,1,1,0,5192,7
1,0,0,0,26,1,0,0,0,0,0,0,0,1,0,0,5823,1
0,0,1,1,72,1,1,1,1,1,1,0,1,2,0,0,6317,6
0,0,1,0,26,0,0,1,1,1,0,1,0,1,0,0,4362,4
1,0,0,0,54,1,0,1,0,1,0,1,0,0,0,2,4980,4
0,0,0,0,30,1,0,1,1,1,1,1,0,1,0,0,5616,5
0,0,1,1,68,1,1,1,1,1,1,1,1,2,0,0,5436,7
